FechaCorte,Tipo de Sujeto,Nombre Completo,DUI,NIT,Fecha de Nacimiento,Sexo,Tipo de obligación,Moneda,Numero de Obligacion,Fecha de Otorgamiento,Fecha de Vencimiento,Periodo de Pago,Estado,Sub-estado,Numero Dias Mora,Valor Limite,Valor Saldo Total,Valor Mora Total,Valor Cuota,Tipo de Deudor,Tipo de Garantia,Fecha de Cancelacion,Calificacion
2025-06-30,F,Rafaela del Ariza,11171114-9,,1982-10-09,F,TIC,USD,OBL-02167,2024-11-28,,MEN,VIG,VIG,0,10466,3615,0,156,DIR,FID,,A1
2025-06-30,F,Marita Parejo Márquez,71555194-7,,1969-12-27,F,MIC,USD,OBL-02168,2024-12-21,2026-12-21,VEN,VIG,CJU,32,7174,2282,684.6,30,DIR,AVA,,D1
2025-06-30,F,Fito Somoza Trujillo,95627369-6,,1989-08-07,M,MIC,USD,OBL-02169,2024-12-27,2026-12-27,QIN,VIG,VIG,0,14757,614,0,198,DIR,AVA,,A1
2025-06-30,F,Pepito del Arias,81531775-8,,1979-05-19,M,CON,USD,OBL-02170,2024-12-10,2027-12-10,QIN,VIG,VIG,0,3923,626,0,110,DIR,HIP,,A1
2025-06-30,F,Ambrosio Peralta Serra,46719918-6,,1969-03-26,M,CMZ,USD,OBL-02171,2024-08-01,2026-08-01,QIN,VIG,VIG,0,7670,1902,0,197,DIR,HIP,,A1
2025-06-30,F,Buenaventura de Gibert,33302523-1,,2000-02-22,F,CON,USD,OBL-02172,2024-08-25,2028-08-25,MEN,VIG,MOR,9,11190,5093,1527.8999999999999,154,DIR,FID,,B
2025-06-30,F,Miguel Sainz,51993727-0,,1980-05-03,M,CON,USD,OBL-02173,2024-03-25,2027-03-25,MEN,VIG,CJU,93,6527,3146,943.8,37,DIR,FID,,D1
2025-06-30,J,Hermanos Leal S.Coop.,,8811-905402-443-0,,,MIC,USD,OBL-02174,2024-12-23,2029-12-23,OTR,VIG,CJU,93,3770,548,164.4,126,DIR,AVA,,D1
2025-06-30,F,Ciro Fabregat Abascal,10718089-9,,1997-11-23,M,CON,USD,OBL-02175,2024-03-03,2027-03-03,QIN,VIG,VIG,0,14068,1011,0,107,DIR,FID,,A1
2025-06-30,F,Mercedes Nadal Zabala,13433384-7,,1991-05-20,M,TIC,USD,OBL-02088,2024-03-10,,OTR,VIG,MOR,19,18547,6858,2057.4,206,DIR,SGR,,B
2025-06-30,F,Alcides Crespo Arnal,10046729-7,,1969-03-10,M,MIC,USD,OBL-02089,2024-12-20,2029-12-20,OTR,VIG,CJU,115,6724,1044,313.2,213,DIR,FID,,D1
2025-06-30,F,Fanny Melero,25047378-8,,1964-12-20,M,CMZ,USD,OBL-02090,2024-06-09,2028-06-09,MEN,VIG,MOR,32,19762,5844,1753.2,36,DIR,SGR,,C1
2025-06-30,J,Toño Fabregat Murcia S.C.P,,6577-492788-989-1,,,CMZ,USD,OBL-02091,2024-09-16,2028-09-16,VEN,VIG,CJU,65,16673,8590,2577.0,150,DIR,SGR,,D1
2025-06-30,J,Farmaceútica OHKW S.A.,,3536-291512-177-1,,,TIC,USD,OBL-02092,2024-08-02,,MEN,VIG,CJU,94,2587,471,141.29999999999998,97,DIR,FID,,D1
2025-06-30,F,Apolinar Juan Antonio Alcolea Vendrell,65803478-4,,1979-02-26,M,TIC,USD,OBL-02093,2024-07-06,,VEN,VIG,MOR,1,3625,1054,316.2,57,DIR,AVA,,B
2025-06-30,F,Remedios Balaguer Andres,78020063-8,,1972-05-01,M,TDC,USD,OBL-02094,2024-03-01,,QIN,VIG,CJU,96,18178,6306,1891.8,115,DIR,SGR,,D1
2025-06-30,F,Eva María Pellicer Arjona,91844082-7,,1991-09-24,F,TDC,USD,OBL-02095,2024-05-15,,VEN,VIG,VIG,0,18095,4371,0,27,DIR,FID,,A1
2025-06-30,F,Geraldo Carlos Montalbán,90370462-0,,1982-06-07,M,CON,USD,OBL-02096,2024-08-29,2027-08-29,MEN,VIG,CJU,85,18379,9831,2949.2999999999997,63,DIR,FID,,D1
2025-06-30,J,Farmaceútica Grau S.Com.,,3694-953048-440-7,,,TIC,USD,OBL-02097,2024-08-09,,QIN,VIG,VIG,0,18958,9121,0,65,DIR,SGR,,A1
2025-06-30,F,Reyna Rovira Valenzuela,11046976-6,,1987-02-27,F,TDC,USD,OBL-02098,2024-06-23,,MEN,VIG,CJU,69,7368,2452,735.6,65,DIR,AVA,,D1
2025-06-30,F,Eric Cayetano Carballo Ramis,86561935-4,,1999-06-27,M,CON,USD,OBL-02100,2024-10-14,2027-10-14,OTR,VIG,VIG,0,7639,465,0,57,DIR,HIP,,A1
2025-06-30,F,Pío Díaz Rocamora,10121292-2,,2007-01-22,M,TIC,USD,OBL-02101,2024-10-08,,QIN,VIG,VIG,0,7811,1642,0,82,DIR,SGR,,A1
2025-06-30,F,Martina Cepeda Ribera,90951565-2,,1989-01-31,F,CMZ,USD,OBL-02103,2024-10-31,2028-10-31,VEN,VIG,CJU,106,12798,6486,1945.8,67,DIR,SGR,,D1
2025-06-30,F,Roxana Caparrós Caballero,15560143-2,,1977-07-16,F,MIC,USD,OBL-02104,2024-04-26,2029-04-26,MEN,VIG,MOR,43,9918,488,146.4,35,DIR,FID,,C1
2025-06-30,F,Virginia Bernat Quintanilla,34369282-1,,1981-07-11,F,TDC,USD,OBL-02105,2024-04-20,,QIN,VIG,VIG,0,14107,6850,0,21,DIR,FID,,A1
2025-06-30,F,Abigaíl Seguí,64207095-6,,1984-10-19,M,TDC,USD,OBL-02106,2024-03-13,,OTR,VIG,CJU,80,18358,9739,2921.7,75,DIR,HIP,,D1
2025-06-30,F,Manuela Eli Casas Campoy,37651990-6,,1979-08-26,F,TIC,USD,OBL-02107,2024-06-29,,MEN,VIG,VIG,0,5260,756,0,52,DIR,AVA,,A1
2025-06-30,J,Castillo y asociados S.C.P,,8306-639334-166-4,,,CON,USD,OBL-02108,2024-12-07,2028-12-07,OTR,VIG,CJU,101,17325,1546,463.79999999999995,179,DIR,FID,,D1
2025-06-30,F,Ignacio Gomila Taboada,35186152-1,,1977-06-09,M,MIC,USD,OBL-02109,2024-07-05,2027-07-05,VEN,VIG,VIG,0,9576,5866,0,158,DIR,AVA,,A1
2025-06-30,F,Nilo Castellanos Matas,74855490-1,,2006-06-24,M,CON,USD,OBL-02110,2024-05-26,2026-05-26,QIN,VIG,CJU,101,10904,4859,1457.7,124,DIR,AVA,,D1
2025-06-30,F,Anita Berenguer Azorin,73829991-9,,1994-07-26,F,TDC,USD,OBL-02111,2024-10-13,,VEN,VIG,CJU,83,19527,1258,377.4,168,DIR,FID,,D1
2025-06-30,F,Rufino Agullo Bello,54217049-6,,1976-09-30,M,MIC,USD,OBL-02112,2024-03-12,2027-03-12,QIN,VIG,CJU,115,19157,10212,3063.6,37,DIR,AVA,,D1
2025-06-30,F,Enrique Rosales-Bou,12906984-4,,1981-06-05,M,CON,USD,OBL-02113,2024-06-27,2028-06-27,OTR,VIG,MOR,16,3194,1487,446.09999999999997,74,DIR,AVA,,B
2025-06-30,F,Nicolasa Pavón Moreno,47028925-9,,1973-11-21,F,TIC,USD,OBL-02114,2024-11-01,,MEN,VIG,VIG,0,4809,3754,0,133,DIR,SGR,,A1
2025-06-30,F,Claudia Corral Colom,44196983-1,,1973-01-12,F,CON,USD,OBL-02115,2024-05-11,2028-05-11,MEN,VIG,MOR,95,8556,2241,672.3,141,DIR,SGR,,C2
2025-06-30,F,Delia Jara,97421023-2,,1996-10-18,F,MIC,USD,OBL-02116,2024-09-25,2028-09-25,VEN,VIG,VIG,0,8175,2714,0,35,DIR,FID,,A1
2025-06-30,F,Zaira Alberto,17142956-8,,1996-02-17,F,CON,USD,OBL-02117,2024-07-13,2029-07-13,MEN,VIG,MOR,118,6765,4381,1314.3,75,DIR,AVA,,C2
2025-06-30,F,Leonel Tudela Arias,15996883-3,,1999-03-28,M,CON,USD,OBL-02118,2024-10-22,2028-10-22,OTR,VIG,CJU,109,5507,1139,341.7,45,DIR,AVA,,D1
2025-06-30,F,Aitor Velasco Arenas,25313328-7,,1993-07-12,M,TDC,USD,OBL-02119,2024-08-01,,VEN,VIG,MOR,59,12604,2592,777.6,118,DIR,FID,,C1
2025-06-30,F,Encarnita Oliva Antón,78564524-5,,1974-10-02,F,TDC,USD,OBL-02120,2024-07-21,,VEN,VIG,CJU,110,16515,2863,858.9,76,DIR,SGR,,D1
2025-06-30,F,Amparo Valenzuela Ledesma,56403493-3,,1971-05-10,M,CON,USD,OBL-02121,2024-07-10,2028-07-10,VEN,VIG,VIG,0,8288,2795,0,131,DIR,SGR,,A1
2025-06-30,F,Martirio Morillo Carrera,28959097-0,,1990-01-23,M,TDC,USD,OBL-02122,2024-05-14,,QIN,VIG,CJU,102,17237,1771,531.3,140,DIR,FID,,D1
2025-06-30,F,Sancho Luz Murillo,54276329-1,,1972-11-03,M,TDC,USD,OBL-02124,2024-03-04,,VEN,VIG,VIG,0,19365,2840,0,40,DIR,HIP,,A1
2025-06-30,F,Fabiola Lucena Batalla,21504343-6,,1994-07-09,F,CON,USD,OBL-02125,2024-04-22,2027-04-22,MEN,VIG,CJU,104,5470,2806,841.8,60,DIR,FID,,D1
2025-06-30,F,Olga Águila,16812351-4,,1991-09-15,F,TIC,USD,OBL-02126,2024-10-09,,MEN,VIG,CJU,117,12839,3752,1125.6,141,DIR,SGR,,D1
2025-06-30,F,Claudia Agustín Almeida,56852413-7,,1971-08-19,F,MIC,USD,OBL-02127,2024-07-05,2027-07-05,VEN,VIG,MOR,25,18779,2174,652.1999999999999,174,DIR,SGR,,B
2025-06-30,F,Isidora Benitez Arévalo,70482726-6,,1966-06-18,F,TDC,USD,OBL-02128,2024-07-21,,OTR,VIG,MOR,7,15678,6874,2062.2,159,DIR,SGR,,B
2025-06-30,F,Daniel Menéndez Ariño,34667016-2,,1993-01-03,M,MIC,USD,OBL-02129,2024-07-17,2027-07-17,VEN,VIG,CJU,61,6437,4051,1215.3,79,DIR,FID,,D1
2025-06-30,F,Otilia Gutiérrez Trujillo,32863344-6,,1973-05-16,F,CMZ,USD,OBL-02130,2024-07-19,2029-07-19,QIN,VIG,CJU,69,15176,8799,2639.7,23,DIR,FID,,D1
2025-06-30,F,Elodia Barranco Gimenez,41129089-3,,1985-08-21,F,CMZ,USD,OBL-02131,2024-06-03,2028-06-03,VEN,VIG,CJU,94,19655,3425,1027.5,98,DIR,AVA,,D1
2025-06-30,F,Roldán del Matas,39277126-8,,1981-07-14,M,MIC,USD,OBL-02132,2024-12-24,2026-12-24,QIN,VIG,VIG,0,12534,4718,0,26,DIR,HIP,,A1
2025-06-30,F,Brunilda Heras Llorens,94563745-0,,2001-03-02,F,CMZ,USD,OBL-02133,2024-10-09,2028-10-09,QIN,VIG,VIG,0,15020,5169,0,132,DIR,HIP,,A1
2025-06-30,F,Marta Dominga Hidalgo Moraleda,44746490-6,,1984-05-18,F,CMZ,USD,OBL-02134,2024-10-18,2028-10-18,MEN,VIG,MOR,95,19187,2410,723.0,168,DIR,AVA,,C2
2025-06-30,F,Cornelio Alegria Valverde,57612846-2,,1995-07-30,M,CON,USD,OBL-02135,2024-03-02,2027-03-02,QIN,VIG,MOR,16,17079,7641,2292.2999999999997,149,DIR,FID,,B
2025-06-30,J,Fortunata Higueras Lillo S.A.,,5515-510988-429-9,,,TDC,USD,OBL-02136,2024-06-23,,VEN,VIG,CJU,105,13711,6651,1995.3,51,DIR,SGR,,D1
2025-06-30,F,Angélica Aliaga Águila,92650195-9,,1979-01-24,F,MIC,USD,OBL-02137,2024-05-31,2029-05-31,MEN,VIG,MOR,31,2961,1973,591.9,61,DIR,HIP,,C1
2025-06-30,F,Anselmo Macías-Zamorano,50729290-2,,1967-12-12,M,CMZ,USD,OBL-02138,2024-06-30,2027-06-30,QIN,VIG,VIG,0,14909,4865,0,89,DIR,FID,,A1
2025-06-30,F,María Ángeles García Chaves,95447407-5,,2007-09-13,F,CMZ,USD,OBL-02139,2024-03-11,2028-03-11,VEN,VIG,CJU,77,9393,675,202.5,39,DIR,HIP,,D1
2025-06-30,F,David Bustamante Plaza,72778529-0,,1999-10-10,M,MIC,USD,OBL-02140,2024-10-24,2028-10-24,QIN,VIG,CJU,43,11821,6565,1969.5,63,DIR,HIP,,D1
2025-06-30,F,Victoriano Arregui Ariza,25483451-7,,2001-09-24,M,TIC,USD,OBL-02141,2024-06-02,,MEN,VIG,VIG,0,13360,7587,0,40,DIR,FID,,A1
2025-06-30,F,Rubén Frutos Nieto,97338080-1,,1966-03-11,M,TIC,USD,OBL-02142,2024-08-01,,VEN,CAN,VEN,0,12129,0,0,161,DIR,AVA,2025-06-15,E
2025-06-30,F,José Luis del Moreno,15529474-7,,1995-06-29,M,CMZ,USD,OBL-02143,2024-07-22,2026-07-22,VEN,VIG,CJU,80,14154,3722,1116.6,168,DIR,FID,,D1
2025-06-30,F,Inocencio Macías Beltrán,72300291-3,,1985-10-27,M,TIC,USD,OBL-02144,2024-03-29,,VEN,VIG,CJU,114,17194,10218,3065.4,122,DIR,AVA,,D1
2025-06-30,F,Consuelo Carmelita Cadenas Tapia,40719610-7,,1980-04-30,M,TIC,USD,OBL-02145,2024-05-19,,OTR,VIG,VIG,0,10064,1191,0,57,DIR,FID,,A1
2025-06-30,F,Débora Alberto Prieto,22545719-8,,1983-07-25,F,TIC,USD,OBL-02146,2024-08-24,,VEN,VIG,VIG,0,16279,5336,0,100,DIR,HIP,,A1
2025-06-30,F,Leocadia Gámez Carreras,60678005-2,,2006-11-14,F,CON,USD,OBL-02147,2024-06-16,2029-06-16,QIN,VIG,VIG,0,8670,2131,0,140,DIR,FID,,A1
2025-06-30,F,Ariadna Sabater Carbajo,43439574-1,,1969-11-27,F,MIC,USD,OBL-02148,2024-11-10,2029-11-10,VEN,VIG,MOR,23,14698,7462,2238.6,76,DIR,HIP,,B
2025-06-30,F,Eva Vazquez Lago,55287337-6,,1969-12-05,F,MIC,USD,OBL-02149,2024-05-02,2027-05-02,OTR,VIG,VIG,0,12074,7667,0,173,DIR,SGR,,A1
2025-06-30,F,Febe Fabregat Duque,97778259-8,,1965-09-08,M,MIC,USD,OBL-02150,2024-06-09,2029-06-09,VEN,VIG,MOR,1,18777,2568,770.4,126,DIR,HIP,,B
2025-06-30,F,Mario Requena-Estévez,78395335-7,,1982-03-16,M,TDC,USD,OBL-02152,2024-04-01,,VEN,VIG,CJU,76,4534,523,156.9,43,DIR,FID,,D1
2025-06-30,F,Soledad Ortuño Blázquez,13923663-2,,2005-07-03,M,TIC,USD,OBL-02153,2024-10-24,,QIN,VIG,VIG,0,11803,3114,0,83,DIR,SGR,,A1
2025-06-30,F,Bienvenida Duran Priego,18793170-1,,1975-04-07,F,MIC,USD,OBL-02154,2024-06-14,2027-06-14,QIN,VIG,MOR,61,4803,1572,471.59999999999997,108,DIR,AVA,,C2
2025-06-30,F,Isabela Porta Losa,82973699-7,,1976-04-23,F,MIC,USD,OBL-02155,2024-06-30,2029-06-30,VEN,VIG,MOR,73,6464,1742,522.6,188,DIR,HIP,,C2
2025-06-30,F,Melania Tomé Amigó,80024210-4,,2000-03-09,F,MIC,USD,OBL-02156,2024-09-19,2028-09-19,VEN,VIG,VIG,0,10233,4646,0,52,DIR,FID,,A1
2025-06-30,F,Juan Luis Peñalver Clemente,60169076-1,,2002-12-16,M,TIC,USD,OBL-02157,2024-12-21,,MEN,VIG,VIG,0,9416,3524,0,153,DIR,SGR,,A1
2025-06-30,F,Rico López Carrillo,79639941-2,,1965-09-18,M,CMZ,USD,OBL-02158,2024-04-15,2026-04-15,QIN,VIG,CJU,108,10893,3579,1073.7,35,DIR,FID,,D1
2025-06-30,F,Arcelia del Rosselló,98589969-4,,1981-08-22,F,CON,USD,OBL-02159,2024-12-21,2026-12-21,MEN,VIG,MOR,16,9562,450,135.0,51,DIR,SGR,,B
2025-06-30,F,Julieta del Casado,11896815-3,,1984-05-02,F,CON,USD,OBL-02160,2024-12-25,2026-12-25,VEN,VIG,CJU,109,8942,4082,1224.6,54,DIR,HIP,,D1
2025-06-30,F,Odalis Villalba Arroyo,91282228-7,,1995-05-27,M,MIC,USD,OBL-02161,2024-06-23,2029-06-23,OTR,VIG,CJU,89,6866,4900,1470.0,56,DIR,AVA,,D1
2025-06-30,F,Saturnino del Tomás,73109145-8,,2001-06-14,M,TDC,USD,OBL-02162,2024-05-10,,VEN,VIG,CJU,92,12178,6444,1933.1999999999998,22,DIR,FID,,D1
2025-06-30,F,Merche Hernández Múgica,71703244-8,,1983-03-20,M,TDC,USD,OBL-02163,2024-03-05,,VEN,VIG,CJU,99,14374,6966,2089.7999999999997,113,DIR,FID,,D1
2025-06-30,F,Bernarda Urrutia,43898166-3,,1967-03-08,F,MIC,USD,OBL-02164,2024-09-11,2028-09-11,VEN,VIG,VIG,0,18602,8757,0,42,DIR,FID,,A1
2025-06-30,F,Roxana Arcos,93589449-5,,1973-06-10,F,MIC,USD,OBL-02165,2024-04-08,2026-04-08,MEN,VIG,CJU,94,10882,2542,762.6,133,DIR,HIP,,D1
2025-06-30,F,Cristian Asenjo Asensio,93541192-2,,1984-02-18,M,TDC,USD,OBL-02166,2024-08-16,,MEN,VIG,VIG,0,1679,1076,0,88,DIR,SGR,,A1
2025-06-30,F,Rafaela del Ariza,11171114-9,,1982-10-09,F,TIC,USD,OBL-02167,2024-11-28,,MEN,VIG,MOR,4,10466,3891,1167.3,175,DIR,FID,,B
2025-06-30,F,Marita Parejo Márquez,71555194-7,,1969-12-27,F,MIC,USD,OBL-02168,2024-12-21,2026-12-21,VEN,VIG,CJU,73,7174,2093,627.9,23,DIR,AVA,,D1
2025-06-30,F,Fito Somoza Trujillo,95627369-6,,1989-08-07,M,MIC,USD,OBL-02169,2024-12-27,2026-12-27,QIN,VIG,VIG,0,14757,596,0,187,DIR,AVA,,A1
2025-06-30,F,Pepito del Arias,81531775-8,,1979-05-19,M,CON,USD,OBL-02170,2024-12-10,2027-12-10,QIN,VIG,CJU,119,3923,564,169.2,87,DIR,HIP,,D1
2025-06-30,F,Ambrosio Peralta Serra,46719918-6,,1969-03-26,M,CMZ,USD,OBL-02171,2024-08-01,2026-08-01,QIN,VIG,CJU,51,7670,2434,730.1999999999999,186,DIR,HIP,,D1
2025-06-30,F,Buenaventura de Gibert,33302523-1,,2000-02-22,F,CON,USD,OBL-02172,2024-08-25,2028-08-25,MEN,VIG,CJU,57,11190,5258,1577.3999999999999,146,DIR,FID,,D1
2025-06-30,F,Miguel Sainz,51993727-0,,1980-05-03,M,CON,USD,OBL-02173,2024-03-25,2027-03-25,MEN,VIG,VIG,0,6527,2864,0,27,DIR,FID,,A1
2025-06-30,J,Hermanos Leal S.Coop.,,8811-905402-443-0,,,MIC,USD,OBL-02174,2024-12-23,2029-12-23,OTR,VIG,CJU,114,3770,341,102.3,112,DIR,AVA,,D1
2025-06-30,F,Ciro Fabregat Abascal,10718089-9,,1997-11-23,M,CON,USD,OBL-02175,2024-03-03,2027-03-03,QIN,VIG,CJU,69,14068,1043,312.9,109,DIR,FID,,D1
2025-06-30,F,Carlito Linares Hernando,80831698-0,,2004-02-09,M,CMZ,USD,OBL-02243,2024-05-12,2027-05-12,MEN,VIG,CJU,57,1474,805,241.5,199,DIR,HIP,,D1
2025-06-30,J,Construcción Pi & Asociados S.Coop.,,9574-321635-672-3,,,TIC,USD,OBL-02244,2024-09-13,,OTR,VIG,VIG,0,3258,1507,0,120,DIR,AVA,,A1
2025-06-30,F,Ricarda del Arellano,53133543-6,,1964-12-03,F,TIC,USD,OBL-02245,2024-12-22,,VEN,VIG,MOR,29,2207,920,276.0,113,DIR,AVA,,B
2025-06-30,F,Andrea Isabela Puente Rueda,35361545-6,,1972-07-23,F,TIC,USD,OBL-02246,2025-01-18,,VEN,VIG,CJU,72,15182,6240,1872.0,122,DIR,HIP,,D1
2025-06-30,F,Lope Bejarano-Navarro,92962396-3,,1994-09-16,M,TDC,USD,OBL-02247,2024-10-12,,QIN,CAN,VEN,0,8925,0,0,144,DIR,FID,2025-06-06,E
2025-06-30,J,Ani Soler Pinilla S.A.U,,6516-538971-625-9,,,CON,USD,OBL-02248,2024-12-16,2026-12-16,VEN,VIG,MOR,86,12234,4892,1467.6,118,DIR,AVA,,C2
2025-06-30,F,Tadeo Sandoval Artigas,46501510-7,,2002-01-27,M,TIC,USD,OBL-02249,2024-04-24,,QIN,VIG,VIG,0,16043,1163,0,24,DIR,HIP,,A1
2025-06-30,F,Lina Plana-Ariño,98160184-6,,1969-02-27,F,TDC,USD,OBL-02250,2024-10-07,,VEN,CAN,VOL,0,15027,0,0,74,DIR,FID,2025-06-19,A2
2025-06-30,F,Adán Flor,76775898-8,,1975-01-04,M,TDC,USD,OBL-02251,2024-06-05,,VEN,VIG,MOR,59,3608,1573,471.9,23,DIR,FID,,C1
2025-06-30,F,Marcela de Almeida,19902915-8,,1985-01-15,F,TIC,USD,OBL-02252,2024-12-07,,QIN,VIG,CJU,73,1815,1030,309.0,92,DIR,HIP,,D1
2025-06-30,J,Hervia y Prats S.L.L.,,4170-186349-934-6,,,CMZ,USD,OBL-02253,2025-01-29,2030-01-29,OTR,VIG,CJU,67,8799,4406,1321.8,26,DIR,FID,,D1
2025-06-30,F,José Ángel Losada-Amores,76238651-5,,1983-01-08,M,CON,USD,OBL-02254,2024-06-14,2026-06-14,VEN,VIG,CJU,44,18953,3387,1016.0999999999999,122,DIR,AVA,,D1
2025-06-30,F,Abigaíl Vera Palomino,45299059-1,,1992-07-28,M,CMZ,USD,OBL-02255,2024-06-20,2028-06-20,VEN,VIG,MOR,71,12775,2923,876.9,124,DIR,SGR,,C2
2025-06-30,F,Borja Palma Pino,69850815-6,,1974-10-19,F,CMZ,USD,OBL-02256,2024-09-13,2028-09-13,OTR,VIG,VIG,0,6751,1021,0,115,DIR,SGR,,A1
2025-06-30,F,Sandalio Rocamora Hidalgo,72883164-1,,2004-10-03,M,TDC,USD,OBL-02257,2024-06-26,,MEN,VIG,VIG,0,17054,8204,0,81,DIR,SGR,,A1
2025-06-30,F,José María Macias Bello,76892170-9,,1993-07-04,M,CMZ,USD,OBL-02258,2024-07-18,2027-07-18,VEN,VIG,CJU,31,4146,2473,741.9,171,DIR,AVA,,D1
2025-06-30,F,Rosenda Maldonado Verdejo,19139818-0,,1966-09-21,F,TIC,USD,OBL-02259,2024-07-01,,QIN,VIG,MOR,54,13603,10012,3003.6,123,DIR,HIP,,C1
2025-06-30,J,Huguet & Asociados S.Coop.,,2971-227374-921-1,,,TIC,USD,OBL-02260,2024-07-21,,VEN,VIG,MOR,31,4480,1045,313.5,54,DIR,SGR,,C1
2025-06-30,F,Jonatan Cáceres,10038501-9,,2000-02-05,M,CMZ,USD,OBL-02261,2024-06-28,2027-06-28,VEN,VIG,MOR,65,17525,5839,1751.7,109,DIR,AVA,,C2
2025-06-30,F,Valero Campillo-Morata,45984251-8,,2007-03-19,M,CMZ,USD,OBL-02262,2024-08-16,2028-08-16,MEN,VIG,CJU,40,2279,1534,460.2,99,DIR,SGR,,D1
2025-06-30,F,David Vélez Quintero,56995063-3,,1997-06-16,M,TIC,USD,OBL-02263,2024-07-25,,MEN,VIG,CJU,86,12596,1243,372.9,108,DIR,FID,,D1
2025-06-30,F,Ignacio Falcó Juan,39979180-1,,2006-05-30,M,MIC,USD,OBL-02264,2024-08-11,2029-08-11,OTR,VIG,CJU,89,4027,1824,547.1999999999999,172,DIR,AVA,,D1
2025-06-30,F,Tadeo Alba-Exposito,86270148-9,,1966-04-13,M,MIC,USD,OBL-02265,2025-01-26,2027-01-26,VEN,VIG,MOR,37,3336,1060,318.0,132,DIR,HIP,,C1
2025-06-30,F,Iker del Cuervo,11725373-6,,1988-05-27,M,TDC,USD,OBL-02266,2024-07-14,,MEN,VIG,MOR,10,16221,10659,3197.7,186,DIR,AVA,,B
2025-06-30,J,Ernesto Hierro Asensio S.L.,,2174-330786-988-6,,,CON,USD,OBL-02267,2024-05-01,2027-05-01,VEN,VIG,MOR,40,5375,2456,736.8,141,DIR,SGR,,C1
2025-06-30,F,Celso Teruel,20475134-3,,1993-05-05,M,TIC,USD,OBL-02268,2024-12-09,,OTR,VIG,VIG,0,18134,4187,0,13,DIR,HIP,,A1
2025-06-30,F,Venceslás Clavero Mascaró,28222068-0,,1971-05-28,M,MIC,USD,OBL-02269,2024-11-13,2029-11-13,QIN,VIG,CJU,83,7066,1959,587.6999999999999,62,DIR,HIP,,D1
2025-06-30,F,Noa del Teruel,10204636-0,,1989-05-01,F,CMZ,USD,OBL-02270,2024-11-23,2028-11-23,VEN,VIG,MOR,42,16947,5918,1775.3999999999999,154,DIR,FID,,C1
2025-06-30,F,Andrés Felipe Marin-Tolosa,20733786-5,,1977-07-13,M,TIC,USD,OBL-02271,2024-10-27,,VEN,VIG,CJU,40,5197,2712,813.6,168,DIR,AVA,,D1
2025-06-30,F,Sosimo Valero Barba,83512159-2,,1986-10-22,M,CON,USD,OBL-02272,2024-10-14,2027-10-14,MEN,VIG,CJU,66,1023,627,188.1,77,DIR,FID,,D1
2025-06-30,F,Antonio Arjona Zamora,42732129-4,,1997-10-21,M,TIC,USD,OBL-02273,2024-05-18,,MEN,VIG,CJU,77,3144,1427,428.09999999999997,8,DIR,AVA,,D1
2025-06-30,F,Calista Arcos,21381577-5,,1994-04-27,F,CON,USD,OBL-02274,2024-10-07,2027-10-07,OTR,VIG,CJU,82,8894,4509,1352.7,31,DIR,FID,,D1
2025-06-30,F,Gerónimo Arribas,73186691-7,,1978-05-14,M,TIC,USD,OBL-02275,2024-10-20,,OTR,VIG,MOR,25,12561,6149,1844.6999999999998,76,DIR,FID,,B
2025-06-30,F,Amada Maestre Pomares,62292646-0,,1988-12-13,F,TDC,USD,OBL-02276,2024-08-11,,MEN,VIG,CJU,42,5288,4253,1275.8999999999999,17,DIR,FID,,D1
2025-06-30,J,Manufacturas Lerma & Asociados S.Coop.,,9450-532654-862-3,,,MIC,USD,OBL-02277,2024-06-03,2028-06-03,VEN,VIG,MOR,1,9463,2397,719.1,85,DIR,FID,,B
2025-06-30,F,Marc Anaya Cardona,99076047-6,,2003-08-15,M,TDC,USD,OBL-02279,2024-06-18,,VEN,VIG,CJU,70,5362,959,287.7,83,DIR,HIP,,D1
2025-06-30,J,Hnos Alberdi S.L.,,9291-316386-291-8,,,CMZ,USD,OBL-02280,2024-06-30,2027-06-30,QIN,VIG,MOR,44,9205,754,226.2,53,DIR,SGR,,C1
2025-06-30,F,Carolina Blanch Falcó,73826229-3,,2004-01-04,F,CON,USD,OBL-02281,2024-07-09,2029-07-09,MEN,VIG,CJU,76,19880,3075,922.5,154,DIR,HIP,,D1
2025-06-30,F,Hugo Mármol Esparza,71557969-7,,1978-06-24,M,TDC,USD,OBL-02282,2024-11-20,,VEN,VIG,CJU,61,6601,3331,999.3,63,DIR,HIP,,D1
2025-06-30,F,Manuela Irma Zapata Tamarit,83295191-5,,1968-04-08,F,MIC,USD,OBL-02283,2025-01-05,2028-01-05,OTR,VIG,CJU,82,11097,565,169.5,23,DIR,SGR,,D1
2025-06-30,F,Valerio Tudela,58029101-0,,1992-11-21,M,TIC,USD,OBL-02284,2024-08-25,,QIN,VIG,CJU,52,3980,1701,510.29999999999995,56,DIR,AVA,,D1
2025-06-30,F,Vito Velasco Alfaro,95621677-3,,1965-01-21,M,CON,USD,OBL-02285,2024-11-21,2028-11-21,OTR,VIG,CJU,42,2824,1468,440.4,47,DIR,HIP,,D1
2025-06-30,J,Ferreras y Mayol S.L.,,5822-633591-754-7,,,TIC,USD,OBL-02286,2024-07-04,,OTR,VIG,VIG,0,10597,6542,0,38,DIR,SGR,,A1
